12.486685028 2.514775648 27.039474962 -0.570766556 -0.141723161 -0.087852864 0.804003705 0.270293049 -1.377973293 0.831044670 -0.627577259 2.058331486 -1.000457462 -0.465997613 -0.365030877 0.753293354 -0.664181083 0.904210647 -0.362439652 -1.163487571 0.222153847 1.132293112 1.552235329 -0.875814728 -0.405315640 -0.136929514 0.911103183
4.208142363 3.768358064 26.286912058 -0.719200455 0.177834951 -0.413219643 0.529504450 0.052709405 -1.406923690 -0.675248751 1.282104590 -0.861586062 -0.420848185 0.768933314 -0.916974597 1.386459893 0.716388481 -0.538263226 -0.834614802 0.120051159 1.518147311 0.139515721 -1.103154062 0.151273931 -0.057466985 0.181519475 1.370044614
2.730208940 8.566282548 19.716486449 0.716276248 -0.132344222 0.580746723 0.363547228 -0.196953377 0.574482479 0.057883360 0.145657461 1.608980991 -0.179045412 -0.683957943 -0.438978970 -0.492561050 -0.849441048 -0.216093905 0.451919225 0.486970701 0.076772855 -1.690930092 0.324244926 -0.789828523 1.266058454 -0.394791922 0.861737327
11.876046858 9.108126476 12.684863576 0.067064362 0.006978639 0.990440141 0.120341166 1.042486761 0.436946072 -1.441219347 0.883845599 -0.392607875 1.492753400 -0.471405183 -1.038573701 -0.084450745 1.174104596 -0.325032003 0.000893036 -1.563059634 1.221164177 -0.604177204 -1.408870439 2.540206027 -1.081524010 0.803063531 -0.116744743
12.765507865 8.629594749 15.591039801 0.840166807 0.247498029 -0.481898012 -0.025273865 -0.158833196 -0.679628119 -1.128179505 -1.006057693 -0.285659631 -1.702680966 -0.396846090 1.609894771 0.400481719 1.493871779 0.538493704 -0.104996970 0.013801819 0.270030299 0.885663370 1.478508875 -0.241246007 -2.010676227 -0.080263119 0.464874408
10.118311650 9.656985482 14.761279171 -0.380079190 0.535577607 -0.705469847 0.266474635 -0.414902314 -0.526377845 -0.327112264 1.767964068 -1.431987811 1.198112140 0.105623985 0.128479770 -0.424175980 1.107073757 1.491624541 -2.195762602 0.127844887 -0.210678501 0.043451792 0.019661407 -1.066920072 -1.648433437 -0.343113034 -0.893498271
13.404235631 9.260367061 27.012957264 -0.199239664 -0.023217001 0.117462481 0.972608396 1.746992591 1.207860902 0.492587131 -0.875000911 -2.470458531 -0.436071581 -0.583919921 0.589098550 0.486372443 0.340359840 0.634199222 0.144445974 -0.167894910 1.135055662 -0.396675741 0.659226798 -0.232999519 0.547919742 -0.451098116 1.428321486
14.167797330 1.459132234 15.948742945 -0.074272171 -0.872966911 0.291483818 -0.383991668 -0.023521285 1.247900813 1.731815001 1.287155678 0.273516876 1.143345012 -0.453131587 1.691035221 -0.602021860 -0.362040673 -0.070727244 -0.174516840 -0.360221154 -2.174120486 -1.035243901 -2.400476068 -1.530536611 0.301506701 1.229858474 1.673143153
10.395562042 -3.886925230 24.203578820 0.141104560 0.157638256 0.738279494 0.640455363 1.841057733 1.240802706 -0.015611839 0.629687851 -1.590035515 -1.425897440 1.498028705 -2.211881669 1.405983396 0.390924688 -0.704195342 0.858043061 0.621765287 -1.209747955 0.470145354 -1.123378860 1.927604499 1.749724295 1.561264446 -0.892989451
10.537615551 6.162018895 21.318939518 0.326958748 0.909422331 -0.017649534 0.256393242 -0.324955137 -0.568048409 1.615168668 -2.953660191 -0.466751457 -1.360634014 -0.024890435 -0.239739406 -0.549029590 -1.092889849 0.047338155 1.079787854 0.609424728 0.059623360 -1.729267093 0.221436576 0.100586882 -1.090773951 0.013931612 0.017545134
